 kod_knihy,nazev,autor,Kategorie, obor_zanr,umisteni,signatura,zpusob_ziskani,mautritni,pujčena
,"John, Jaromír",Pampovánek,,,,není,darovaná,,
,"John, Jaromír",Eskamotér Josef,,,,není,darovaná,,
,"John, Jaromír",Večery na slamníku,,,,není,darovaná,,
,"John, Radek",Memento,,,,není,darovaná,,
,"John, Radek",Memento,,,,není,darovaná,,
,"Junek, Emil",Don Juan jde do divadla,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- K -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Kadlec, Svatopluk",Žena nejsou housle,,,,není,darovaná,,
,"Kafka, Franz",Proměna a jiné povídky,,,,není,darovaná,,
,"Kainar, Josef",Veliké lásky a sny,,,,není,darovaná,,
,"Kamban, Gudmundur",Vidím širou a krásnou zemi,,,,není,darovaná,,
,Kantůrková Eva,Přítelkyně z domu smutku,,,,není,darovaná,,
,"Kaplický, Václav",Železná koruna I,,,,není,darovaná,,
,"Kaplický, Václav",Železná koruna II,,,,není,darovaná,,
,"Kaplický, Václav",Čtveráci,,,,není,darovaná,,
,"Kazan, Elia",Tichá dohoda,,,,není,darovaná,,
,"Kazan, Elia",Tichá dohoda,,,,není,darovaná,,
,"Kazantzakis, Nikos",Řek Zorbas,,,,není,darovaná,,
,"Kepler, Lars",Lovec králíků,,,,není,darovaná,,
,"Kettu, Katja",Porodní bába,,,,není,darovaná,,
,"Kincl, Lubomír/Miroslav",Biologie rostlin,,,,není,darovaná,,
,"King, Stephen",Mrtvá zóna,,,,není,darovaná,,
,"Kinney, Jeff",Deník báječného kamaráda,,,,není,darovaná,,
,"Klevisová, Michaela",Prokletý kraj,,,,není,darovaná,,
,"Klevisová, Michaela",Vraní oko,,,,není,darovaná,,
,"Klicpera, Václav Kliment",Mlynářova opička,,,,není,darovaná,,
,"Klostermann, Karel",V ráji šumavském,,,,není,darovaná,,
,"Klostermann, Karel",Skláři,,,,není,darovaná,,
,"Kneidl, Pravoslav",Z historie evropské knihy,,,,není,darovaná,,
,Kohout Pavel,Čas lásky a boje,,,,není,darovaná,,
,"Komenský, Jan Amos",Labyrint světa a ráj srdce,,,,není,darovaná,,
,"Konrád, Karel",Rozchod!,,,,není,darovaná,,
,"Kopta, Josef",Třetí rota,,,,není,darovaná,,
,"Kopta, Josef",Třetí rota na magistrále,,,,není,darovaná,,
,"Körner, Vladimír","Adelheid, Údolí včel, Anděl milosrdenství",,,,není,darovaná,,
,Kosmas,Kronika česká,,,,není,darovaná,,
,"Kosztolányi, Dezsö",Krvavý básník Nero,,,,není,darovaná,,
,"Kosztolányi, Dezsö",Krvavý básník Nero,,,,není,darovaná,,
,"Koudelka, Petr",Pražské halucinace,,,,není,darovaná,,
,"Kozák, Jan",Lovcem v tajze,,,,není,darovaná,,
,"Kožík, František",Básník neumírá,,,,není,darovaná,,
,"Kožík, František",Bolestný a hrdinský život J. A. Komenského,,,,není,darovaná,,
,"Kožík, František",Josef Mánes,,,,není,darovaná,,
,"Kožík, František",Největší z pierotů,,,,není,darovaná,,
,"Kožík, František",Třetí noc,,,,není,darovaná,,
,"Kožík, František",Největší z pierotů,,,,není,darovaná,,
,"Kožík, František",Na dolinách svítá,,,,není,darovaná,,
,"Krásnohorská, Eliška",Výbor z díla I,,,,není,darovaná,,
,"Kratochvíl, Miloš Václav",Mistr Jan,,,,není,darovaná,,
,"Kratochvíl, Miloš Václav",Mistr Jan,,,,není,darovaná,,
,"Kratochvíl, Miloš Václav",Osamělý rváč,,,,není,darovaná,,
,"Kraus, Ivan",Medová léta,,,,není,darovaná,,
,"Kraus, Ivan",Má rodina a jiná zemětřesení,,,,není,darovaná,,
,"Krylov, Ivan Andrejevič",Člověk a stín (bajky),,,,není,darovaná,,
,"Křelina, František",Bábel,,,,není,darovaná,,
,"Křelina, František",Na březích Botiče,,,,není,darovaná,,
,"Kubal, Michal",Válka o Irák,,,,není,darovaná,,
,"Kubátová, Marie",Povídky z muzejních vitrín,,,,není,darovaná,,
,"Kubín, Josef Štefan",Blesky nad hlavou,,,,není,darovaná,,
,"Kubín, Josef Štefan",Lopuchy a růže,,,,není,darovaná,,
,"Kubín, Josef Štefan",Lidové povídky z Podkrkonoší,,,,není,darovaná,,
,"Kubín, Josef Štefan",Stíny jdou za námi,,,,není,darovaná,,
,"Kubín, Josef Štefan",Z východu světlo,,,,není,darovaná,,
,"Kubín, Josef Štefan",Hrozná chvíle,,,,není,darovaná,,
,"Kubín, Josef Štefan",Ječmínkův návrat,,,,není,darovaná,,
,"Kubka, František",Kniha pohádek,,,,není,darovaná,,
,"Kubka, František",Sto dvacet dní,,,,není,darovaná,,
,"Kubka, František",Vítr z hlubin,,,,není,darovaná,,
,"Kundera, Ludvík",Úhledná džungle,,,,není,darovaná,,
,"Kubka, František",Palečkův pláč,,,,není,darovaná,,
,"Kyncl, Karel",Dvojí domov Karla Kyncla (novinové příspěvky 1975-1996),,,,není,darovaná,,
,"Kyncl, Karel",Moje Británie,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- L -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
," Lada, Josef",,,Sto veselých kreseb,,není,darovaná,,
,"Lada, Josef",,,Kronika mého života,,není,darovaná,,
,"Lackberg, Camilla",,,,,není,darovaná,,
,"La Fontaine, Jean de",Bajky,,,,není,darovaná,,
,"Laclos, Choderlos de",Nebezpečné známosti,,,,není,darovaná,,
,"Lagronová, Lenka",Jako břitva (Němcová),,,,není,darovaná,,
,"Langer, František",Filatelistické povídky,,,,není,darovaná,,
,"Langer, František",Snílci a vrahové,,,,není,darovaná,,
,"Lawrence, Herbert David",Milenec lady Chatterleyové,,,,není,darovaná,,
,"Lawrence, T. E.",Bouře nad Asií,,,,není,darovaná,,
,"Laxness, Halldór",Salka Valka,,,,není,darovaná,,
,"Leblanc, Maurice",Arséne lupin kontra Herlock Sholmes (blondýnka),,,,není,darovaná,,
,"Lec, Stanislav Jerzy",Tisíc a jedna fraška,,,,není,darovaná,,
,"Leclaireová, Day",Manželství z rozumu,,,,není,darovaná,,
,"Lem, Stanislav",Mír na Zemi,,,,není,darovaná,,
,"Lermontov, Michail Jurjevič",Démon,,,,není,darovaná,,
,"Lermontov, Michail Jurjevič",Hrdina naší doby,,,,není,darovaná,,
,"Levi, Carlo",Kristus se zastavil v Eboli,,,,není,darovaná,,
,"Lewis, Sinclair",Arrowsmith,,,,není,darovaná,,
,"Lewis, Sinclair",Hlavní třída,,,,není,darovaná,,
,"Lindgrenová, Astrid",Karkulín ze střechy,,,,není,darovaná,,
,Livius,Dějiny,,,,není,darovaná,,
,"Lodge, David",Hostující profesoři,,,,není,darovaná,,
,"Lodge, David",Hostující profesoři,,,,není,darovaná,,
,"Logaj, Josef",Oběti,,,,není,darovaná,,
,"Longinová, Helena","Navštívila jste již Bahamy, milostivá paní?",,,,není,darovaná,,
,"Loukotová, Jarmila",Bůh či ďábel,,,,není,darovaná,,
,"Loukotová, Jarmila",Navzdory básník zpívá,,,,není,darovaná,,
,"Loukotová, Jarmila",Není římského lidu,,,,není,darovaná,,
,"Loukotová, Jarmila",Není římského lidu,,,,není,darovaná,,
,"Loukotová, Jarmila",Spartakus,,,,není,darovaná,,
,"Loukotová, Jarmila",Pod maskou smích,,,,není,darovaná,,
,"Loukotková, Jarmila",Není římského lidu,,,,není,darovaná,,
,"London, Jack",Mořský vlk,,,,není,darovaná,,
,"London, Jack",Bílý den,,,,není,darovaná,,
,"London, Jack",Bílý tesák,,,,není,darovaná,,
,"London, Jack",Bílý tesák,,,,není,darovaná,,
,"London, Jack",Láska k životu,,,,není,darovaná,,
,"London, Jack",Mořský vlk,,,,není,darovaná,,
,"London, Jack",Muž vysoké hry,,,,není,darovaná,,
,"London, Jack",Syn slunce,,,,není,darovaná,,
,"London, Jack",Tasmanovy želvy,,,,není,darovaná,,
,"London, Jack",Tulák po hvězdách,,,,není,darovaná,,
,"London, Jack",Úplněk,,,,není,darovaná,,
,"London, Jack",V noci zrozená,,,,není,darovaná,,
,"London, Jack",Volání divočiny,,,,není,darovaná,,
,"London, Jack",Síla silného a jiné povídky,,,,není,darovaná,,
,"London, Jack",Smoke a Shorty,,,,není,darovaná,,
,"London, Jack",Zářící den,,,,není,darovaná,,
,"London, Jack",Bílý Den,,,,není,darovaná,,
,"Lustig, Arnošt",Modlitba pro Kateřinu Horovitzovou,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- M -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Macdonald, Ross",,,,,není,darovaná,,
,"MacDonaldová, Betty",Co život dal a vzal,,,,není,darovaná,,
,"MacDonaldová, Betty",Vejce a já,,,,není,darovaná,,
,"MacDonaldová, Betty",Co život dal a vzal,,,,není,darovaná,,
,"Macek, Petr",Choking hazard,,,,není,darovaná,,
,"Mahmoodyová, Betty",Bez dcerky neodejdu,,,,není,darovaná,,
,"Mácha, Karel Hynek",...A jen země je má,,,,není,darovaná,,
,"Mácha, Karel Hynek",Cikáni a jiná próza,,,,není,darovaná,,
,"Mácha, Karel Hynek",Máj,,,,není,darovaná,,
,"Mácha, Karel Hynek",Máj,,,,není,darovaná,,
,"Mácha, Karel Hynek",Básně,,,,není,darovaná,,
,"Machar, Josef Svatopluk",Confiteor,,,,není,darovaná,,
,"Machar, Josef Svatopluk",Čtyři knihy sonetů,,,,není,darovaná,,
,"Machar, Josef Svatopluk",Satiricon,,,,není,darovaná,,
,"Machar, Josef Svatopluk",Zde by měly kvést růže,,,,není,darovaná,,
,"Mailer, Norman",Americký sen,,,,není,darovaná,,
,"Mailer, Norman",Nazí a mrtví,,,,není,darovaná,,
,"Majerová, Marie","Siréna, Havířská balada",,,,není,darovaná,,
,"Majerová, Marie",Spisovatelky dnes,,,,není,darovaná,,
,"Majerová, Marie",Robinsonka,,,,není,darovaná,,
,"Majerová, Marie",Robinsonka,,,,není,darovaná,,
,"Mann, Heinrich",Mládí krále Jindřicha IV.,,,,není,darovaná,,
,"Mann, Heinrich",Mládí krále Jindřicha IV.,,,,není,darovaná,,
,"Mann, Heinrich",Profesor Neřád,,,,není,darovaná,,
,"Mann, Heinrich",Profesor Neřád,,,,není,darovaná,,
,"Mann, Thomas",Buddenbrookovi,,,,není,darovaná,,
,"Mann, Thomas",Doktor Faust,,,,není,darovaná,,
,"Marek, Jiří",Panoptikum hříšných lidí,,,,není,darovaná,,
,"Marek, Jiří",Život se nevrací,,,,není,darovaná,,
,"Marek, František",Alchymista,,,,není,darovaná,,
,"Márquez, Gabriel Garcia",Láska za časů cholery,,,,není,darovaná,,
,"Márquez, Gabriel Garcia",Sto roků samoty,,,,není,darovaná,,
,"Marquez, Gabriel Garcia",Devadesát dnů za železnou oponou,,,,není,darovaná,,
,"Marshall, Alan",Už zase skáču přes kaluže,,,,není,darovaná,,
,"Martialis, Markus Valerius",Posměšky a jízlivosti,,,,není,darovaná,,
,"Mařánek, Jiří",Romance o Závišovi,,,,není,darovaná,,
,"Mařánek, Jiří",Barbar Vok,,,,není,darovaná,,
,"Masaryk, Jan",Volá Londýn,,,,není,darovaná,,
,"Masaryk, Jan",Volá Londýn,,,,není,darovaná,,
,"Masaryk, Jan",Úsměvy Jana Masaryka,,,,není,darovaná,,
,"Masaryk, Tomáš Garique",Česká otázka,,,,není,darovaná,,
,"Masaryk, Tomáš Garique",Ideály humanitní,,,,není,darovaná,,
,"Masaryk, Tomáš Garigue",Světová revoluce za války a ve válce,,,,není,darovaná,,
,"Maupassant, Guy de",Miláček,,,,není,darovaná,,
,"Maupassant, Guy de",Miláček,,,,není,darovaná,,
,"Maupassant, Guy de",V rodině a jiné povídky,,,,není,darovaná,,
,"Maupassant, Guy de",Mont – Oriol,,,,není,darovaná,,
,"Maupassant, Guy de",Miláček,,,,není,darovaná,,
,"Maurier, Daphne du",Ptáci a jiné povídky,,,,není,darovaná,,
,"Maurois, André",Olympio aneb Život Victora Huga,,,,není,darovaná,,
,"Maurois, André",Život lorda Byrona,,,,není,darovaná,,
,"Maurois, André",Život sira Alexandra Fleminga,,,,není,darovaná,,
,"Maurois, Andre",Mlčení plukovníka Brambla,,,,není,darovaná,,
,"Maurois, Andre",Ariel aneb Shelleyho život,,,,není,darovaná,,
,"McBain, Ed",Třikrát 87. revír,,,,není,darovaná,,
,"McLynn, Frank",Slavné dopisy aneb Pohledy do zákulisí dějin,,,,není,darovaná,,
,"Medek, Rudolf",Legenda o Barabášovi,,,,není,darovaná,,
,"Melvill, Herman",Bílá velryba,,,,není,darovaná,,
,"Mickiewizc, Adam",Pan Tadeáš,,,,není,darovaná,,
,"Míčko, Miroslav",Malíř svého lidu (o Alšovi),,,,není,darovaná,,
,"Mitchellová, Margaret",Jih proti severu I,,,,není,darovaná,,
,"Mitchellová, Margaret",Jih proti severu II,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Merle, Robert",Malevil,,,,není,darovaná,,
,"Mňačko, Ladislav",Dlouhá bílá přerušovaná čára,,,,není,darovaná,,
,"Moorcock, Michael",Meč úsvitu,,,,není,darovaná,,
,"Moravia, Alberto",Horalka,,,,není,darovaná,,
,"Moravia, Alberto",Horalka,,,,není,darovaná,,
,"Moravia, Alberto",Římanka,,,,není,darovaná,,
,"Moravský, Gustav Pfleger",Z malého světa,,,,není,darovaná,,
,"Morganová, Raye",Setkání po létech,,,,není,darovaná,,
,"Mornštajnová, Alena",Tiché roky,,,,není,darovaná,,
,"Mrštík, Vilém",Santa Lucia,,,,není,darovaná,,
,"Mrštík, Vilém",Pohádka máje,,,,není,darovaná,,
,"Mrštíkové, Alois a Vilém",Rok na vsi I,,,,není,darovaná,,
,"Mrštíkové, Alois a Vilém",Rok na vsi II,,,,není,darovaná,,
,"Mucha, Jiří",Oheň proti ohni,,,,není,darovaná,,
,"Musset, Alfred de",Zpověď dítěte svého věku,,,,není,darovaná,,
,"Myrer, Anton",Poslední kabriolet,,,,není,darovaná,,
,,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- N -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Nadeau, Maurice",Dějiny surrealismu,,,,není,darovaná,,
,"Neff, Ondřej",Všechno je jinak,,,,není,darovaná,,
,"Neff, Vladimír",Roucho pana Balzaca,,,,není,darovaná,,
,"Neff, Vladimír",Marie a zahradník,,,,není,darovaná,,
,"Neff, Vladimír",Královský vozataj,,,,není,darovaná,,
,"Neff, Vladimír",Krásná čarodějka,,,,není,darovaná,,
,"Neff, Vladimír",Královny nemají nohy,,,,není,darovaná,,
,"Neff, Vladimír a Ondřej",Večery u krbu,,,,není,darovaná,,
,"Němcová, Božena",Dobrý člověk (známé povídky),,,,není,darovaná,,
,"Němcová, Božena",Babička,,,,není,darovaná,,
,"Němcová, Božena",Čtyry doby,,,,není,darovaná,,
,"Němcová, Božena",Chudí lidé (známé povídky),,,,není,darovaná,,
,"Němcová, Božena",Národní báchorky,,,,není,darovaná,,
,"Němcová, Božena",Pohorská vesnice,,,,není,darovaná,,
,"Němcová, Božena",Pohorská vesnice,,,,není,darovaná,,
,"Němcová, Božena",Povídky,,,,není,darovaná,,
,"Němcová, Božena",Chyše pod horami,,,,není,darovaná,,
,"Němcová, Božena",Povídky a básně,,,,není,darovaná,,
,"Němcová, Božena","České národní báchorky a pověsti I, II",,,,není,darovaná,,
,"Němcová, Božena",Slovenské národní pohádky a pověsti,,,,není,darovaná,,
,"Němcová, Božena",Pohádky,,,,není,darovaná,,
,"Němcová, Božena",Babička,,,,není,darovaná,,
,"Němcová, Božena",Karla,,,,není,darovaná,,
,"Němec, František",Paničky a dámy aneb Druhá (soudničky),,,,není,darovaná,,
,"Němeček, Zdeněk",Ďábel mluví španělsky,,,,není,darovaná,,
,"Neomillnerová, Petra","Žár krve, Zaklínačka Rota",,,,není,darovaná,,
,"Nepil, František",Štuclinka a Zachumlánek,,,,není,darovaná,,
,"Neruda, Jan",Arabesky,,,,není,darovaná,,
,"Neruda, Jan","Binokl na očích, v ruce hůl",,,,není,darovaná,,
,"Neruda, Jan",Obrazy z ciziny,,,,není,darovaná,,
,"Neruda, Jan",Sebrané spisy,,,,není,darovaná,,
,"Neruda, Jan",Studie krátké a kratší,,,,není,darovaná,,
,"Neruda, Jan",Z „Hlasu“,,,,není,darovaná,,
,"Neruda, Jan",Obrázky,,,,není,darovaná,,
,"Neruda, Jan",Povídky malostranské,,,,není,darovaná,,
,"Neruda, Jan",Povídky malostranské,,,,není,darovaná,,
,"Neruda, Jan",Knihy básní,,,,není,darovaná,,
,"Neruda, Jan",Balady a romance,,,,není,darovaná,,
,"Neruda, Jan",Básně,,,,není,darovaná,,
,"Neruda, Jan",Jen dál!,,,,není,darovaná,,
,"Neruda, Jan","Pražské obrázky, Trhani",,,,není,darovaná,,
,"Nesvadba, Josef",Dialog s doktorem Dongem,,,,není,darovaná,,
,"Nesvadba, Josef",První zpráva z Prahy,,,,není,darovaná,,
,"Nesvadba, Josef",Jak předstírat smrt,,,,není,darovaná,,
,"Nesvadba, Josef",Minehava podruhé,,,,není,darovaná,,
,"Neumann, Stanislav Kostka","Básně II (např. Kniha lesů, vod a strání)",,,,není,darovaná,,
,"Neumann, Stanislav Kostka","Kniha lesů, vod a strání",,,,není,darovaná,,
,"Neumann, Stanislav Kostka","Kniha lesů, vod a strání",,,,není,darovaná,,
,"Neumann, Stanislav Kostka",Rudé zpěvy,,,,není,darovaná,,
,"Neumann, Stanislav Kostka",A hrdý buď!,,,,není,darovaná,,
,"Nezval, Vítězslav","Dílo XXIII. (Hry, rozhlasové hry a libreta)",,,,není,darovaná,,
,"Nezval, Vítězslav",Edison,,,,není,darovaná,,
,"Nezval, Vítězslav",Manon Lescaut,,,,není,darovaná,,
,"Nezval, Vítězslav",Manon Lescaut,,,,není,darovaná,,
,"Nezval, Vítězslav",Manon Lescaut,,,,není,darovaná,,
,"Nezval, Vítězslav",Oči milenek,,,,není,darovaná,,
,"Nezval, Vítězslav",Manon Lescaut,,,,není,darovaná,,
,"Nezval, Víězslav",Manon Lescsut,,,,není,darovaná,,
,"Nikl, Petr",Lingvistické pohádky,,,,není,darovaná,,
,"Nováková, Teréza",Děti Čistého živého,,,,není,darovaná,,
,"Nováková, Teréza",Drašar,,,,není,darovaná,,
,Novotný František,Víc než jen hlas – texty světových „písničkářů“,,,,není,darovaná,,
,"Nový, Karel",Na rozcestí,,,,není,darovaná,,
,"Nový, Karel",Na rozcestí,,,,není,darovaná,,
,"Nový, Karel",Rytíři a lapkové,,,,není,darovaná,,
,"Nový, Karel",Železný kruh,,,,není,darovaná,,
,,,,,,není,darovaná,,
,#NÁZEV?,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Oatesová, Joyce Carol",,,,Americké chutě,není,darovaná,,
,"Oberski, Jana",Dětská léta (počet kusů 10x),,,,není,darovaná,,
,"Okudžava, Bulat","Chudák Avrosimov, Šipovovy patálie",,,,není,darovaná,,
,"Okudžava, Bulat",Dostaveníčko s Banapartem,,,,není,darovaná,,
,"Olbrach, Ivan",O smutných očích Hany Karadžičové,,,,není,darovaná,,
,"Olbracht, Ivan",Zmařížované zrcadlo,,,,není,darovaná,,
,"Olbracht, Ivan",Golet v údolí,,,,není,darovaná,,
,"Olbracht, Ivan",Zamřížované zrcadlo,,,,není,darovaná,,
,"Opat, Jaroslav",Filozof a politik T. G. Masaryk,,,,není,darovaná,,
,"Orten, Jiří",Čemu se báseň říká,,,,není,darovaná,,
,"Orwell, George",1984,,,,není,darovaná,,
,"Otčenášek, Jan","Romeo, Julie a tma",,,,není,darovaná,,
,"Otčenášek, Jan","Romeo, Julie a tma",,,,není,darovaná,,
,"Otčenášek, Jan","Romeo, Julie a tma",,,,není,darovaná,,
,Ovidius,O lásce a milování,,,,není,darovaná,,
,Ovidius,O lásce a milování,,,,není,darovaná,,
,Ovidius,Proměny,,,,není,darovaná,,
,Ovidius,Umění milovati,,,,není,darovaná,,
,Ovidius,Proměny,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- P -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Páral, Vladimír",Mladý muž a bílá velryba,,,,není,darovaná,,
,"Páral, Vladimír",Pokušení A-ZZ,,,,není,darovaná,,
,"Páral, Vladimír",Profesionální žena,,,,není,darovaná,,
,"Páral, Vladimír","Tři ze ZOO – Veletrh splněných přání,  ",,,,není,darovaná,,
,,"                      Soukromá vichřice, Katapult",,,,není,darovaná,,
,"Páral, Vladimír",Radost až do rána,,,,není,darovaná,,
,"Parkánová, Věra",Jak se dostat z Anglie do Zywce a zpátky,,,,není,darovaná,,
,"Pašek, Mirko",Loď Opanake,,,,není,darovaná,,
,"Pašek, Mirko",Ztracená prérie,,,,není,darovaná,,
,"Pavel, Ota",Dukla mezi mrakodrapy,,,,není,darovaná,,
,"Pavel, Ota",Výstup na Eiger,,,,není,darovaná,,
,"Pavel, Ota",Zlatí úhoři,,,,není,darovaná,,
,"Pavel, Ota",Zlatí úhoři,,,,není,darovaná,,
,"Pavel, Ota",Zlatí úhoři,,,,není,darovaná,,
,"Pavel, Ota a další",Jak jsem potkal ryby a další texty,,,,není,darovaná,,
,"Pawlovská, Halina",Strašná nádhera,,,,není,darovaná,,
,"Pecháček, Ladislav",Filmoví Básníci,,,,není,darovaná,,
,"Perruchot, Henri",Život Toulouse Lotreca,,,,není,darovaná,,
,"Persson, Leif GW",Mezi touhou léta a chladem zimy,,,,není,darovaná,,
,"Petiška, Eduard",Staré řecké báje a pověsti,,,,není,darovaná,,
,"Petiška, Eduard",Svět plný lásky,,,,není,darovaná,,
,"Petiška, Eduard",Svatební noci,,,,není,darovaná,,
,"Petrickij, Willy",Světlo v temnotách (o A. Schweitzerovi),,,,není,darovaná,,
,Petronius,Hostina u Trimalchiona,,,,není,darovaná,,
,"Pilař, Jan",Divoké keře,,,,není,darovaná,,
,"Pirandello, Luigi",Staří a mladí,,,,není,darovaná,,
,"Pirandello, Luigi",Staří a mladí,,,,není,darovaná,,
,"Pludek, Alexej",Vabank,,,,není,darovaná,,
,"Poe, Edgar Allan",Jáma a kyvadlo,,,,není,darovaná,,
,"Poe, Edgar Allan",Jáma a kyvadlo,,,,není,darovaná,,
,"Pohl,  Frederik",Obchodníci s vesmírem,,,,není,darovaná,,
,"Poláček, Karel",Bylo nás pět,,,,není,darovaná,,
,"Poláček, Karel",Bylo nás pět,,,,není,darovaná,,
,"Poláček, Karel",Okresní město,,,,není,darovaná,,
,"Poláček, Karel",Muži v ofsidu,,,,není,darovaná,,
,"Poláček, Karel",Michelup a motocykl,,,,není,darovaná,,
,"Poláček, Karel",Muži v ofsidu,,,,není,darovaná,,
,"Poláček, Karel",Bylo nás pět,,,,není,darovaná,,
,"Poláček, Karel",Metempsychóza,,,,není,darovaná,,
,"Polívka, Václav",Deníky 1945 - 1948,,,,není,darovaná,,
,"Pratchett, Terry",Stráže! Stráže!,,,,není,darovaná,,
,"Pražák, Přemysl",Bedřich Smetana,,,,není,darovaná,,
,"Pražáková, Hana",Výhra,,,,není,darovaná,,
,"Preissová, Gabriela",Její pastorkyňa,,,,není,darovaná,,
,"Preissová, Gabriela",Její pastorkyňa,,,,není,darovaná,,
,"Preston, Douglas",Údolí tyranosaura,,,,není,darovaná,,
,"Procházka, Jaroslav",Ze vzpomínek chirurga,,,,není,darovaná,,
,"Prokosch, Frederic",Sedm uprchlíků,,,,není,darovaná,,
,"Provod, Miroslav",Reportáž z rakve,,,,není,darovaná,,
,"Prus, Boleslav",Farao,,,,není,darovaná,,
,"Ptáčková, Jindřiška",Tažení na královnu,,,,není,darovaná,,
,"Pujmanová, Marie",Předtucha,,,,není,darovaná,,
,"Pujmanová, Marie",Lidé na křižovatce,,,,není,darovaná,,
,"Pujmanová, Marie",Hra s ohněm,,,,není,darovaná,,
,"Pujmanová, Marie",Život proti smrti,,,,není,darovaná,,
,"Puškin, Alexandr Sergejevič",Eugen Oněgin,,,,není,darovaná,,
,"Puškin, Alexandr Sergejevič",Eugen Oněgin,,,,není,darovaná,,
,"Puškin, Alexandr Sergejevič",Měděný jezdec a jiné básně,,,,není,darovaná,,
,"Puškin, Alexandr Sergejevič",Pohádky,,,,není,darovaná,,
,"Puzo, Mario",Kmotr,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- Q -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Queneau, Raymond",Modré květy,,,,není,darovaná,,
,"Queneau, Raymond",Stylistické cvičení,,,,není,darovaná,,
,"Quentin, Patrick",Třikrát bez detektiva,,,,není,darovaná,,
,,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- R -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Rabelais, Francois",,,,,není,darovaná,,
,"Rabelais, Francois",,,,,není,darovaná,,
,"Rachlík, František",,,,,není,darovaná,,
,"Rais, Karel Václav",Káča,,,,není,darovaná,,
,"Rais, Karel Václav",Kalibův zločin,,,,není,darovaná,,
,"Rais, Karel Václav",Kalibův zločin,,,,není,darovaná,,
,"Rais, Karel Václav",Lopota,,,,není,darovaná,,
,"Rais, Karel Václav","Půlpáni a čtvrtpáni (povídky, např. Skleník)",,,,není,darovaná,,
,"Rais, Karel Václav","Půlpáni a čtvrtpáni (povídky, např. Skleník)",,,,není,darovaná,,
,"Rais, Karel Václav",Výminkáři,,,,není,darovaná,,
,"Rais, Karel Václav",Výminkáři,,,,není,darovaná,,
,"Rais, Karel Václav",Západ,,,,není,darovaná,,
,"Rais, Karel Václav",Západ,,,,není,darovaná,,
,"Rais, Karel Václav",Zapadlí vlastenci,,,,není,darovaná,,
,"Rais, Karel Václav",Podhorské obrazy,,,,není,darovaná,,
,"Rais, Karel Václav",Pantáta Bezoušek,,,,není,darovaná,,
,"Rais, Karel Václav",Pantáta Bezoušek,,,,není,darovaná,,
,"Rais, Karel Václav",Zapadlí vlastenci,,,,není,darovaná,,
,"Rais, Karel Václav",Západ,,,,není,darovaná,,
,"Rawlingsová, Marjorie Kinnan",Dítě divočiny,,,,není,darovaná,,
,"Rečková, Jana",Protože se stmívá,,,,není,darovaná,,
,"Remarque, Erich Maria",Černý obelisk,,,,není,darovaná,,
,"Remarque, Erich Maria",Černý obelisk,,,,není,darovaná,,
,"Remarque, Erich Maria",Černý obelisk,,,,není,darovaná,,
,"Remarque, Erich Maria",Miluj bližního svého,,,,není,darovaná,,
,"Remarque, Erich Maria",Stíny v ráji,,,,není,darovaná,,
,"Remarque, Erich Maria",Vítězný oblouk,,,,není,darovaná,,
,"Remarque, Erich Maria",Vítězný oblouk,,,,není,darovaná,,
,"Remarque, Erich Maria",Tři kamarádi,,,,není,darovaná,,
,"Remarque, Erich Maria",Vítězný oblouk,,,,není,darovaná,,
,"Remarque, Erich Maria",Černý obelisk,,,,není,darovaná,,
,"Remarque, Erich Maria",Vítězný oblouk,,,,není,darovaná,,
,"Riceová, Anne",Ramses prokletý,,,,není,darovaná,,
,"Rochefoucauld, de la Francois",Krutá kniha aforismů,,,,není,darovaná,,
,"Rolland, Romain",Dobrý člověk ještě žije,,,,není,darovaná,,
,"Rolland, Romain",Jan Kryštof,,,,není,darovaná,,
,"Rolland, Romain",Jan Kryštof,,,,není,darovaná,,
,"Rolland, Romain","Jan Kryštof I, II",,,,není,darovaná,,
,"Rolland, Romain",Petr a Lucie,,,,není,darovaná,,
,"Rolland, Romain",Petr a Lucie,,,,není,darovaná,,
,"Rolland, Romain",Dobrý člověk ještě žije,,,,není,darovaná,,
,"Rolland, Romain",Hra o lásce a smrti,,,,není,darovaná,,
,"Rolland, Romain",Okouzlená duše II,,,,není,darovaná,,
,"Rolland, Romain",Petr a Lucie,,,,není,darovaná,,
