 kod_knihy,nazev,autor,Kategorie, obor_zanr,umisteni,signatura,zpusob_ziskani,mautritni,pujčena
716,Definice a vysvětlivky,,odborná,literatura,inventář,Žk708,koupená,ne,ne
719,Hádanky a hlavolamy - CDR,"Rulf, Jiří",odborná,literatura,inventář,Žk720,koupená,ne,ne
721,Malý labyrint literatury,,odborná,literatura,inventář,Žk729,koupená,ne,ne
749,Lexikon ruských avantgard,,odborná,literatura,inventář,Žk789,koupená,ne,ne
828,Encyklopedie literárních žánrů,,odborná,literatura,inventář,Žk821,koupená,ne,ne
840,Shakespeare bleskově,"Ptáček, Michal",odborná,literatura,inventář,Žk866,koupená,ne,ne
855,Příruční slovník české literatury,,odborná,literatura,inventář,Žk869,koupená,ne,ne
907 (2x),Cesta – cíl neznámý (čítanka),,odborná,literatura,inventář,Žk871,koupená,ne,ne
917,Kniha a národ 1939 - 1945,,odborná,literatura,inventář,Žk899,koupená,ne,ne
921,Jdeme dlouhou cestou,,odborná,literatura,inventář,Žk980,koupená,ne,ne
1151,"1001 knih, které musíte přečíst, než zemřete","Graham, Rob",odborná,literatura,inventář,Žk993,koupená,ne,ne
1170,Lásky českých spisovatelů,,odborná,literatura,inventář,Žk1008,koupená,ne,ne
1218,"1001 komiksů, které musíte přečíst, než zemřete",,odborná,literatura,dar,,koupená,ne,ne
1340,Panorama české literatury (2) – po roce 1989,,odborná,literatura,dar,,koupená,ne,ne
1353,Kdo jinému jámu kopá,,odborná,literatura,dar,,koupená,ne,ne
,Semafor – jaký byl a jaký je,,odborná,literatura,inventář,ŽKQI4,koupená,ne,ne
LEŽÍ,,"Drijverová, Martina",odborná,literatura,spotřeba,Žk13/19,koupená,ne,ne
567,Atlas starověkých mýtů,,odborná,literatura,inventář,ŽKQI5,koupená,ne,ne
586,Fantasy/Encyklopedie fantastických světů,,odborná,literatura,spotřeba,Žk17/20,koupená,ne,ne
877,Mytologie,"Novotná, Anna + Votruba, Jiří",odborná,literatura,spotřeba,Žk17/33,koupená,ne,ne
397,Světoví dramatici,"Salabovi, Marie + Tomáš",odborná,,Asi vyřazené,Žk996,koupená,ne,ne
928,Světoví dramatici,,,,,,koupená,ne,ne
,,,odborná,literatura,inventář,Žk707,koupená,ne,ne
,,,odborná,literatura,inventář,Žk728,koupená,ne,ne
100,Řeč dramatu,,odborná,literatura,inventář,Žk1030,koupená,ne,ne
461,Dějiny divadla,"Císař, Jan",odborná,Literatura-drama,inventář,Žk520,koupená,ne,ne
471,Pražská pětka,"Císař, Jan",odborná,Literatura-drama,KPGO,KP99/6,koupená,ne,ne
708,Slavné osobnosti divadla,,,,,,koupená,ne,ne
711,Základní pojmy divadla – Teatrologický slovník,,,,,,koupená,ne,ne
1057,Zpráva o Osvobozeném divadle,"Perkner, Stanislav",odborná,Literatura-drama,inventář,Žk166,koupená,ne,ne
515,Malé dějiny filmu,"Brockett, D. Oscar",odborná,Literatura-drama,inventář,Žk593,koupená,ne,ne
842,Jak číst film,,odborná,Literatura-drama,inventář,Žk604,koupená,ne,ne
710,Oscar – Přehled výročních cen,,odborná,Literatura-drama,inventář,Žk857,koupená,ne,ne
93,Atributy světců,,odborná,Literatura-drama,inventář,Žk860,koupená,ne,ne
95,Slovník biblické kultury,"Pelc, Jaromír",odborná,Literatura-drama,spotřeba,Žk10/42,koupená,ne,ne
319,Biblický atlas,"Kupsc, Jarek",odborná,Literatura-film,inventář,Žk651,koupená,ne,ne
644,"Bible svatá – Kralická, malá",,odborná,Literatura-film,inventář,Žk995,koupená,ne,ne
904,Bible (černá vazba),,odborná,Literatura-film,inventář,Žk859,koupená,ne,ne
905,Bible (červená vazba),,odborná,Bible,inventář,Žk159,koupená,ne,ne
908,Čtení z Bible,,odborná,Bible,inventář,Žk161,koupená,ne,ne
782,Matematicko-fyzikální a chemické tabulky,,odborná,Bible,inventář,Žk435,koupená,ne,ne
903,Řešené příklady z matematiky,,odborná,Bible,inventář,Žk787,koupená,ne,ne
1052,"Řešené příklady z matematiky (ZŠ, osmiletá gymnázia)",,odborná,Bible,dar,,koupená,ne,ne
1296,Zlatý poklad,,odborná,Bible,dar,,koupená,ne,ne
1297,Konec finančních negramotů v Čechách,,odborná,Bible,dar,,koupená,ne,ne
,Kvantová teorie nikoho nezabije,,odborná,matematika,inventář,Žk934,koupená,ne,ne
,Přehled středoškolské matematiky,,odborná,matematika,inventář,ŽKQI3,koupená,ne,ne
283,Abeceda společenského chování,,odborná,matematika,spotřeba,Žk10/37,koupená,ne,ne
458,Pravidla společenského chování,"Pikora, Vladimír",odborná,matematika,spotřeba,Žk15/40,koupená,ne,ne
703,Světová  náboženství,"Nacher, Patrik",odborná,matematika,spotřeba,Žk15/41,koupená,ne,ne
715,Právní rádce pro kluky i holky,"Chown, Marcus",odborná,matematika,spotřeba,Žk18/66,koupená,ne,ne
761,Klíč k náboženství,"Polák, Josef",odborná,matematika,spotřeba,Žk23/26,koupená,ne,ne
769,Slon v porcelánu,,odborná,občanská výchova,inventář,Žk399,koupená,ne,ne
1169,Bezpečnost dětí na internetu,,odborná,občanská výchova,inventář,Žk590,koupená,ne,ne
508,Přehled pedagogiky,,odborná,občanská výchova,inventář,Žk852,koupená,ne,ne
571,Kapitoly ze speciální pedagogiky pro učitele,,odborná,občanská výchova,inventář,Žk865,koupená,ne,ne
594,Učím s radostí,,odborná,občanská výchova,inventář,Žk912,koupená,ne,ne
,Moderní didaktika,"Špaček, Ladislav",odborná,občanská výchova,inventář,Žk920,koupená,ne,ne
94,Kdo je ve světové politice,"Eckertová, Lenka + Dočekal, Dan",odborná,občanská výchova,spotřeba,Žk13/18,koupená,ne,ne
377,Encyklopedie politiky,"Průcha, Jan",odborná,pedagogika,inventář,Žk643,koupená,ne,ne
624,Střet civilizací,,odborná,pedagogika,inventář,Žk712,koupená,ne,ne
645,"Ústava ČR, Listina zákl. práv a svobod",,odborná,pedagogika,inventář,Žk736,koupená,ne,ne
805,Politologie,"Čapek, Robert",odborná,pedagogika,inventář,ŽKQI8,koupená,ne,ne
887,Ohniska napětí ve světě,,odborná,politologie,inventář,Žk160,koupená,ne,ne
99,Psychologický slovník,,odborná,politologie,inventář,Žk498,koupená,ne,ne
136,Duše moderního člověka,,odborná,politologie,inventář,Žk767,koupená,ne,ne
155,Superlearning,,odborná,politologie,inventář,Žk788,koupená,ne,ne
159,Umění lehce se učit,,odborná,politologie,inventář,Žk957,koupená,ne,ne
175,O myšlení,,odborná,politologie,inventář,Žk1040,koupená,ne,ne
189,O lidské přirozenosti,"Hartl, Pavel",odborná,psychologie,inventář,Žk165,koupená,ne,ne
208,Mozek a jeho duše,"Jung, Gustav",odborná,psychologie,inventář,Žk214,koupená,ne,ne
217,Znáš sám sebe? Temperamenty,"Stark, Wolfgang",odborná,psychologie,inventář,Žk237,koupená,ne,ne
222,Jak se zbavit starostí a začít žít,"Tepperwein, Kurt",odborná,psychologie,inventář,Žk244,koupená,ne,ne
223,Sedm návyků vůdčích osobností,,odborná,psychologie,inventář,Žk263,koupená,ne,ne
365,"Sigmund Freud, tragédie nepocho…",,odborná,psychologie,inventář,Žk281,koupená,ne,ne
384,Věda hledá duši,"Koukolík, František",odborná,psychologie,inventář,Žk305,koupená,ne,ne
387,Odumírání lidskosti,,odborná,psychologie,inventář,Žk317,koupená,ne,ne
500,Psychologické testy,"Carnegie, Dale",odborná,psychologie,inventář,Žk322,koupená,ne,ne
518,Základy psychologie,"Covey, Stephen",odborná,psychologie,inventář,Žk324,koupená,ne,ne
545,Hry na každý den,"Babin, Pierre",odborná,psychologie,inventář,Žk486,koupená,ne,ne
577,Sigmund Freud a tajemství duše,"Crick, Francis",odborná,psychologie,inventář,Žk507,koupená,ne,ne
581,Psychologie pro střední školy,"Lorenz, Konrad",odborná,psychologie,inventář,Žk510,koupená,ne,ne
583,Poznej sám sebe i druhé,"Kincherová, Jonni",odborná,psychologie,inventář,Žk633,koupená,ne,ne
626,Přehled psychologie,"Nakonečný, Milan",odborná,psychologie,inventář,Žk654,koupená,ne,ne
817,Výklad snů,,odborná,psychologie,inventář,Žk684,koupená,ne,ne
1085,Malý princ v nás,,odborná,psychologie,inventář,Žk719,koupená,ne,ne
1145,Nová cesta k léčbě šikany,"Helus, Zdeněk",odborná,psychologie,inventář,Žk723,koupená,ne,ne
1168,"1000 her pro školy, kroužky a volný čas",,odborná,psychologie,inventář,Žk725,koupená,ne,ne
1174,Vyhoření,"Kern, Hans",odborná,psychologie,inventář,Žk769,koupená,ne,ne
1259,Konec prokrastinace,"Freud, Sigmund",odborná,psychologie,inventář,Žk969,koupená,ne,ne
1295,Proč a jak psychosomatika funguje,"Jung, Mathias",odborná,psychologie,spotřeba,Žk10/68,koupená,ne,ne
,Testy studijních předpokladů,"Kolář, Michal",odborná,psychologie,spotřeba,Žk11/43,koupená,ne,ne
519,Sociologie,"Petillon, Hanns",odborná,psychologie,spotřeba,Žk13/17,koupená,ne,ne
802,Sociologie,"Poschkamp, Thomas",odborná,psychologie,spotřeba,Žk13/23,koupená,ne,ne
,Předsudky v české společnosti a jak s nimi účinně pracovat,"Ludwig, Petr",odborná,psychologie,spotřeba,Žk15/4,koupená,ne,ne
,Jak se žije Čechům v současné Evropě,"Klímová, Jarmila + Fialová, Michaela",odborná,psychologie,spotřeb,Žk15/39,koupená,ne,ne
,Úvod do kulturní a sociální antropologie,"Kodrlová, Ida",odborná,psychologie,dar,,koupená,ne,ne
120,Kalanetika,"Gidens, Anthony",odborná,sociologie,inventář,Žk655,koupená,ne,ne
569,Kdo byl kdo? Naši olympionici,"Buriánek, Jiří",odborná,sociologie,inventář,Žk954,koupená,ne,ne
1363,Labyrint pohybu,"Hoření, Karina",odborná,sociologie,dar,,koupená,ne,ne
418,Dějiny umění 1,"Krulichová, Eva + Pospíšilová, Jaroslava",odborná,sociologie,dar,,koupená,ne,ne
419,Dějiny umění 2,"Murphy, Robert F.",odborná,sociologie,Asi vyřazené,Žk956,koupená,ne,ne
423,Dějiny umění 3,,odborná,sport,inventář,Žk190,koupená,ne,ne
425,Dějiny umění 4,,odborná,sport,inventář,Žk709,koupená,ne,ne
434,Dějiny umění 5,"Kolář, Pavel + Červenková, Renata",odborná,sport,spotřeba,Žk18/7,koupená,ne,ne
252,Dějiny umění 10,"Pijoan, José",odborná,umění,inventář,Žk548,koupená,ne,ne
259,Dějiny umění 7,"Pijoan, José",odborná,umění,inventář,Žk549,koupená,ne,ne
380,Dějiny umění 6,"Pijoan, José",odborná,umění,inventář,Žk553,koupená,ne,ne
381,Dějiny umění 8,"Pijoan, José",odborná,umění,inventář,Žk555,koupená,ne,ne
453,Dějiny umění 9,"Pijoan, José",odborná,umění,inventář,Žk564,koupená,ne,ne
537,Dějiny umění 11,"Pijoan, José",odborná,umění,inventář,Žk356,koupená,ne,ne
591,Dějiny umění 12,"Pijoan, José",odborná,umění,inventář,Žk366,koupená,ne,ne
388,Universální lexikon umění,"Pijoan, José",odborná,umění,inventář,Žk501,koupená,ne,ne
595,Umění na dvoře Karla IV.,"Pijoan, José",odborná,umění,inventář,Žk502,koupená,ne,ne
793,Surrealismus,"Pijoan, José",odborná,umění,inventář,Ž584,koupená,ne,ne
794,Kubismus,"Pijoan, José",odborná,umění,inventář,Žk675,koupená,ne,ne
832,Jak je poznáme? Umění Egypťanů,"Pijoan, José",odborná,umění,inventář,Žk733,koupená,ne,ne
833,Jak je poznáme? Umění gotiky,,odborná,umění,inventář,Žk511,koupená,ne,ne
834,Jak je poznáme? Umění baroka,,odborná,umění,inventář,Žk737,koupená,ne,ne
835,Jak je poznáme? Umění impresionismu,,odborná,umění,inventář,Žk945,koupená,ne,ne
872,Jak je poznáme? Umění secese,,odborná,umění,inventář,Žk946,koupená,ne,ne
873,Jak je poznáme? Umění románské,,odborná,umění,inventář,Žk984,koupená,ne,ne
247,Veletržní palác v Praze,,odborná,umění,inventář,Žk985,koupená,ne,ne
514,Evropská architektura,,odborná,umění,inventář,Žk987,koupená,ne,ne
765,Moderní architektura,,odborná,umění,inventář,Žk988,koupená,ne,ne
632,Rozeznělé partitury,,odborná,umění,inventář,Žk1025,koupená,ne,ne
637,Domácí hudební lékárnička,,odborná,umění,inventář,Žk1026,koupená,ne,ne
748,50 slavných oper,,odborná,Umění - architektura,inventář,Žk350,koupená,ne,ne
253,Paul Gauguin,,odborná,Umění - architektura,inventář,Žk650,koupená,ne,ne
254,Tizian,,odborná,Umění - architektura,inventář,Žk916,koupená,ne,ne
255,Pieter Breugel,,odborná,Umění - hudba,inventář,Žk775,koupená,ne,ne
256,Jaroslav Čermák,,odborná,Umění - hudba,inventář,Žk780,koupená,ne,ne
263,Slovník námětů a symbolů ve výtvarném umění,,odborná,Umění - hudba,inventář,Žk898,koupená,ne,ne
795,Picasso,,odborná,Umění - výtvarné,inventář,Žk357,koupená,ne,ne
796,Arcimboldo,,odborná,Umění - výtvarné,inventář,Žk358,koupená,ne,ne
856,Picasso - životopis,,odborná,Umění - výtvarné,inventář,Žk359,koupená,ne,ne
857,Paul Gauguin,,odborná,Umění - výtvarné,inventář,Žk360,koupená,ne,ne
LEŽÍ,,,odborná,Umění - výtvarné,inventář,Žk373,koupená,ne,ne
210,Umění středověku,,odborná,Umění - výtvarné,inventář,Žk947,koupená,ne,ne
314,Opera – velká encyklopedie,,odborná,Umění - výtvarné,inventář,Žk948,koupená,ne,ne
356,Velcí skladatelé,,odborná,Umění - výtvarné,inventář,Žk1009,koupená,ne,ne
622,Jazz,,odborná,Umění - výtvarné,inventář,Žk1010,koupená,ne,ne
115,Dějiny českého výtvarného umění II/1,,,,,,koupená,ne,ne
116,Dějiny českého výtvarného umění II/2,,odborná,umění,inventář,Žk307,koupená,ne,ne
209,Perspektiva,,odborná,Umění - hudba,inventář,Žk430,koupená,ne,ne
105,Geografický místopisný slovník světa,,odborná,Umění - hudba,inventář,Žk477,koupená,ne,ne
204,Kapesní atlas světa,"Fordham, John",odborná,Umění - hudba,inventář,Žk765,koupená,ne,ne
417,Školní atlas světa,,odborná,Umění – výtvarné,inventář,Žk185,koupená,ne,ne
420,Global Change,,odborná,Umění - výtvarné,inventář,Žk186,koupená,ne,ne
421,Dnešní svět – školní atlas,,odborná,Umění - výtvarné,inventář,Žk306,koupená,ne,ne
499,S dětmi Prahou bez nudy,,odborná,zeměpis,inventář,Žk171,koupená,ne,ne
533,Země – učebnice zeměpisu pro SŠ,,odborná,zeměpis,inventář,Žk300,koupená,ne,ne
535,Školní atlas dnešního světa,,odborná,zeměpis,inventář,Žk547,koupená,ne,ne
547,Lidé a Země 1/Evropa,,odborná,zeměpis,inventář,Žk550,koupená,ne,ne
548,Lidé a Země 2/Afrika,,odborná,zeměpis,inventář,Žk551,koupená,ne,ne
549,Lidé a Země 3/Severní a Jižní Amerika,"Ge, Evžen",odborná,zeměpis,inventář,Žk632,koupená,ne,ne
550,Lidé a Země 4/Asie,,odborná,zeměpis,inventář,Žk671,koupená,ne,ne
551,Lidé a Země 5/Austrálie a tichomořské ostrovy,,odborná,zeměpis,inventář,Žk673,koupená,ne,ne
625,Lexikon zemí 2003,,odborná,zeměpis,inventář,Žk686,koupená,ne,ne
718,Cestou necestou – Výlety pro celou …,,odborná,zeměpis,inventář,Žk687,koupená,ne,ne
909,"Pražský uličník I, A-N",,odborná,zeměpis,inventář,Žk688,koupená,ne,ne
910,"Pražský uličník II, O-Ž",,odborná,zeměpis,inventář,Žk689,koupená,ne,ne
920,Chodovská tvrz,,odborná,zeměpis,inventář,Žk690,koupená,ne,ne
958,Lexikon zemí 2000,,odborná,zeměpis,inventář,Žk768,koupená,ne,ne
1254,Země versus katastrofy,"Kubešová, Eva",odborná,zeměpis,inventář,Žk868,koupená,ne,ne
1355,Obrázky z Provence,,odborná,zeměpis,dar,,koupená,ne,ne
1356,Obrázky z Provence podruhé,,odborná,zeměpis,dar,,koupená,ne,ne
LEŽÍ,,"Bartoň, Jiří",odborná,zeměpis,dar,,koupená,ne,ne
112,Velký atlas světa,,odborná,zeměpis,KPGO,KP99/41,koupená,ne,ne
205,Lexikon zemí 1-6,"Zillmer, Hans Joachim",odborná,zeměpis,spotřeba,Žk14/30,koupená,ne,ne
221,Anatomie Země,"Šmíd, Jan",odborná,zeměpis,spotřeba,Žk17/35,koupená,ne,ne
361,Zeměpis světa,"Šmíd, Jan",odborná,zeměpis,spotřeba,Žk17/33,koupená,ne,ne
366,Národní parky světa,,,,,,koupená,ne,ne
532,100 divů světa,,odborná,zeměpis,inventář,Žk180,koupená,ne,ne
534,Divy světa,,odborná,zeměpis,inventář,Žk302,koupená,ne,ne
572,Modrá planeta,,odborná,zeměpis,inventář,Žk321,koupená,ne,ne
,,,odborná,zeměpis,inventář,Žk482,koupená,ne,ne
,ZE SBÍRKY DĚJEPISU,,odborná,zeměpis,inventář,Žk487,koupená,ne,ne
,Život starých Egypťanů,,odborná,zeměpis,inventář,Žk670,koupená,ne,ne
,Odsun Němců z Československa,,odborná,zeměpis,inventář,Žk672,koupená,ne,ne
,Vzestup a pád rodu Windsorů,,odborná,zeměpis,inventář,Žk713,koupená,ne,ne
,Křižovatky 20. století,,,,,,koupená,ne,ne
,Simon Wiesenthal a jeh případy,,,,,,koupená,ne,ne
,Příběh johanitského komtura řečeného Dalimil,"Strouhal, Evžen",,,,D94/284,koupená,ne,ne
,Sigmund Freud – tragédie nepochopení,"Beneš, Edvard",,,,D96/547,koupená,ne,ne
,První světová válka a česká otázka,"Wilson, A. N.",,,,D94/358,koupená,ne,ne
,Inkové národ Slunce,"Mencl, Vojtěch a kol.",,,,D96/551,koupená,ne,ne
,Gándhí síla pravdy,"Levy, Alan",,,,D96/562,koupená,ne,ne
,Ježíš nečekaný Bůh,"Edel, Tomáš",,,,D2002/ 768,koupená,ne,ne
,Muhammad slovo Alláhovo,"Babin, Pierre",,,,D94/304,koupená,ne,ne
,Einstein radost z myšlení,"Kvaček, Robert",,,,D2004/,koupená,ne,ne
,Písmo paměť lidstva,,,,,911,koupená,ne,ne
,Paul Gauguin,"Bernandová, Carmen",,,,D94/303,koupená,ne,ne
,Camille Corot,"Clémentová, Catherine",,,,D94/305,koupená,ne,ne
,August Renoir,"Bessiére, Gérard",,,,D96/530,koupená,ne,ne
,Středověký hrad ze 14. století,"Delcambrová, Anne Marie",,,,D96/568,koupená,ne,ne
,Stavby – obrazový slovník,"Balibarová, Francoise",,,,D96/567,koupená,ne,ne
,Románské umění v Čechách a na Moravě,"Jean, Georges",,,,D94/306,koupená,ne,ne
,Církevní rok a lidové obyčeje,"Sedlák, Jan",,,,D93/50,koupená,ne,ne
,20. století den po dni,"Macková, Olga",,,,D93/49,koupená,ne,ne
,Sport a hry ve starověkém světě,"Neumann, Jaromír",,,,D93/51,koupená,ne,ne
,Lidé pravěku,,,,,D96/618,koupená,ne,ne
,Mumie,,,,,D94/349,koupená,ne,ne
,Jak se žilo ve starověku,"Merhautová, Anežka",,,,D94/328,koupená,ne,ne
,Události 20. století,"Třeštík, Dušan",,,,,koupená,ne,ne
,,"Vondruška, Vlastimil",,,,D93/161,koupená,ne,ne
,,"Cottrell, Philip L.",,,,D96/546,koupená,ne,ne
,,"Olivová, Věra",,,,D94/343,koupená,ne,ne
,,,,,,D94/369,koupená,ne,ne
,,"Putnam, James",,,,D96/565,koupená,ne,ne
,,"Augusta, Pavel",,,,D93/182,koupená,ne,ne
