kod knihy,Nazev,Autor,Kategorie,Obor/zanr,Umisteni,Signatura,Způsob ziskani,mautritni,pujcena
840,Shakespeare bleskove,"Ptacek, Michal",odborna,literatura,inventar,Zk866,koupena,no,no
855,Prirucni slovnik ceske literatury,,odborna,literatura,inventar,Zk869,koupena,no,no
907,Cesta – cil neznamy (citanka)  2x kod 907,,odborna,literatura,inventar,Zk871,koupena,no,no
917,Kniha a narod 1939 - 1945,,odborna,literatura,inventar,Zk899,koupena,no,no
921,Jdeme dlouhou cestou,,odborna,literatura,inventar,Zk980,koupena,no,no
1151,"1001 knih, ktere musite precist, nez zemrete","Graham, Rob",odborna,literatura,inventar,Zk993,koupena,no,no
1170,Lasky ceskych spisovatelů,,odborna,literatura,inventar,Zk1008,koupena,no,no
1218,"1001 komiksů, ktere musite precist, nez zemrete",,odborna,literatura,dar,,koupena,no,no
1340,Panorama ceske literatury (2) – po roce 1989,,odborna,literatura,dar,,koupena,no,no
1353,Kdo jinemu jamu kopa,,odborna,literatura,dar,,koupena,no,no
,Semafor – jaky byl a jaky je,,odborna,literatura,inventar,ZKQI4,koupena,no,no
,,"Drijverova, Martina",odborna,literatura,spotreba,Zk13/19,koupena,no,no
567,Atlas starovekych mytů,,odborna,literatura,inventar,ZKQI5,koupena,no,no
586,Fantasy/Encyklopedie fantastickych svetů,,odborna,literatura,spotreba,Zk17/20,koupena,no,no
877,Mytologie,"Novotna, Anna + Votruba, Jiri",odborna,literatura,spotreba,Zk17/33,koupena,no,no
397,Svetovi dramatici,"Salabovi, Marie + Tomas",odborna,,Asi vyrazene,Zk996,koupena,no,no
928,Svetovi dramatici,,,,,,koupena,no,no
,,,odborna,literatura,inventar,Zk707,koupena,no,no
,,,odborna,literatura,inventar,Zk728,koupena,no,no
100,Rec dramatu,,odborna,literatura,inventar,Zk1030,koupena,no,no
461,Dejiny divadla,"Cisar, Jan",odborna,Literatura-drama,inventar,Zk520,koupena,no,no
471,Prazska petka,"Cisar, Jan",odborna,Literatura-drama,KPGO,KP99/6,koupena,no,no
708,Slavne osobnosti divadla,,,,,,koupena,no,no
711,Zakladni pojmy divadla – Teatrologicky slovnik,,,,,,koupena,no,no
1057,Zprava o Osvobozenem divadle,"Perkner, Stanislav",odborna,Literatura-drama,inventar,Zk166,koupena,no,no
515,Male dejiny filmu,"Brockett, D. Oscar",odborna,Literatura-drama,inventar,Zk593,koupena,no,no
842,Jak cist film,,odborna,Literatura-drama,inventar,Zk604,koupena,no,no
710,Oscar – Prehled vyrocnich cen,,odborna,Literatura-drama,inventar,Zk857,koupena,no,no
93,Atributy svetců,,odborna,Literatura-drama,inventar,Zk860,koupena,no,no
95,Slovnik biblicke kultury,"Pelc, Jaromir",odborna,Literatura-drama,spotreba,Zk10/42,koupena,no,no
319,Biblicky atlas,"Kupsc, Jarek",odborna,Literatura-film,inventar,Zk651,koupena,no,no
644,"Bible svata – Kralicka, mala",,odborna,Literatura-film,inventar,Zk995,koupena,no,no
904,Bible (cerna vazba),,odborna,Literatura-film,inventar,Zk859,koupena,no,no
905,Bible (cervena vazba),,odborna,Bible,inventar,Zk159,koupena,no,no
908,Cteni z Bible,,odborna,Bible,inventar,Zk161,koupena,no,no
782,Matematicko-fyzikalni a chemicke tabulky,,odborna,Bible,inventar,Zk435,koupena,no,no
903,Resene priklady z matematiky,,odborna,Bible,inventar,Zk787,koupena,no,no
1052,"Resene priklady z matematiky (ZS, osmileta gymnazia)",,odborna,Bible,dar,,koupena,no,no
1296,Zlaty poklad,,odborna,Bible,dar,,koupena,no,no
1297,Konec financnich negramotů v Cechach,,odborna,Bible,dar,,koupena,no,no
,Kvantova teorie nikoho nezabije,,odborna,matematika,inventar,Zk934,koupena,no,no
,Prehled stredoskolske matematiky,,odborna,matematika,inventar,ZKQI3,koupena,no,no
283,Abeceda spolecenskeho chovani,,odborna,matematika,spotreba,Zk10/37,koupena,no,no
458,Pravidla spolecenskeho chovani,"Pikora, Vladimir",odborna,matematika,spotreba,Zk15/40,koupena,no,no
703,Svetova  nabozenstvi,"Nacher, Patrik",odborna,matematika,spotreba,Zk15/41,koupena,no,no
715,Pravni radce pro kluky i holky,"Chown, Marcus",odborna,matematika,spotreba,Zk18/66,koupena,no,no
761,Klic k nabozenstvi,"Polak, Josef",odborna,matematika,spotreba,Zk23/26,koupena,no,no
769,Slon v porcelanu,,odborna,obcanska vychova,inventar,Zk399,koupena,no,no
1169,Bezpecnost deti na internetu,,odborna,obcanska vychova,inventar,Zk590,koupena,no,no
508,Prehled pedagogiky,,odborna,obcanska vychova,inventar,Zk852,koupena,no,no
571,Kapitoly ze specialni pedagogiky pro ucitele,,odborna,obcanska vychova,inventar,Zk865,koupena,no,no
594,Ucim s radosti,,odborna,obcanska vychova,inventar,Zk912,koupena,no,no
,Moderni didaktika,"Spacek, Ladislav",odborna,obcanska vychova,inventar,Zk920,koupena,no,no
94,Kdo je ve svetove politice,"Eckertova, Lenka + Docekal, Dan",odborna,obcanska vychova,spotreba,Zk13/18,koupena,no,no
377,Encyklopedie politiky,"Průcha, Jan",odborna,pedagogika,inventar,Zk643,koupena,no,no
624,Stret civilizaci,,odborna,pedagogika,inventar,Zk712,koupena,no,no
645,"Ústava CR, Listina zakl. prav a svobod",,odborna,pedagogika,inventar,Zk736,koupena,no,no
805,Politologie,"Capek, Robert",odborna,pedagogika,inventar,ZKQI8,koupena,no,no
887,Ohniska napeti ve svete,,odborna,politologie,inventar,Zk160,koupena,no,no
99,Psychologicky slovnik,,odborna,politologie,inventar,Zk498,koupena,no,no
136,Duse moderniho cloveka,,odborna,politologie,inventar,Zk767,koupena,no,no
155,Superlearning,,odborna,politologie,inventar,Zk788,koupena,no,no
159,Umeni lehce se ucit,,odborna,politologie,inventar,Zk957,koupena,no,no
175,O mysleni,,odborna,politologie,inventar,Zk1040,koupena,no,no
189,O lidske prirozenosti,"Hartl, Pavel",odborna,psychologie,inventar,Zk165,koupena,no,no
208,Mozek a jeho duse,"Jung, Gustav",odborna,psychologie,inventar,Zk214,koupena,no,no
217,Znas sam sebe? Temperamenty,"Stark, Wolfgang",odborna,psychologie,inventar,Zk237,koupena,no,no
222,Jak se zbavit starosti a zacit zit,"Tepperwein, Kurt",odborna,psychologie,inventar,Zk244,koupena,no,no
223,Sedm navyků vůdcich osobnosti,,odborna,psychologie,inventar,Zk263,koupena,no,no
365,"Sigmund Freud, tragedie nepocho…",,odborna,psychologie,inventar,Zk281,koupena,no,no
384,Veda hleda dusi,"Koukolik, Frantisek",odborna,psychologie,inventar,Zk305,koupena,no,no
387,Odumirani lidskosti,,odborna,psychologie,inventar,Zk317,koupena,no,no
500,Psychologicke testy,"Carnegie, Dale",odborna,psychologie,inventar,Zk322,koupena,no,no
518,Zaklady psychologie,"Covey, Stephen",odborna,psychologie,inventar,Zk324,koupena,no,no
545,Hry na kazdy den,"Babin, Pierre",odborna,psychologie,inventar,Zk486,koupena,no,no
577,Sigmund Freud a tajemstvi duse,"Crick, Francis",odborna,psychologie,inventar,Zk507,koupena,no,no
581,Psychologie pro stredni skoly,"Lorenz, Konrad",odborna,psychologie,inventar,Zk510,koupena,no,no
583,Poznej sam sebe i druhe,"Kincherova, Jonni",odborna,psychologie,inventar,Zk633,koupena,no,no
626,Prehled psychologie,"Nakonecny, Milan",odborna,psychologie,inventar,Zk654,koupena,no,no
817,Vyklad snů,,odborna,psychologie,inventar,Zk684,koupena,no,no
1085,Maly princ v nas,,odborna,psychologie,inventar,Zk719,koupena,no,no
1145,Nova cesta k lecbe sikany,"Helus, Zdenek",odborna,psychologie,inventar,Zk723,koupena,no,no
1168,"1000 her pro skoly, krouzky a volny cas",,odborna,psychologie,inventar,Zk725,koupena,no,no
1174,Vyhoreni,"Kern, Hans",odborna,psychologie,inventar,Zk769,koupena,no,no
1259,Konec prokrastinace,"Freud, Sigmund",odborna,psychologie,inventar,Zk969,koupena,no,no
1295,Proc a jak psychosomatika funguje,"Jung, Mathias",odborna,psychologie,spotreba,Zk10/68,koupena,no,no
,Testy studijnich predpokladů,"Kolar, Michal",odborna,psychologie,spotreba,Zk11/43,koupena,no,no
519,Sociologie,"Petillon, Hanns",odborna,psychologie,spotreba,Zk13/17,koupena,no,no
802,Sociologie,"Poschkamp, Thomas",odborna,psychologie,spotreba,Zk13/23,koupena,no,no
,Predsudky v ceske spolecnosti a jak s nimi úcinne pracovat,"Ludwig, Petr",odborna,psychologie,spotreba,Zk15/4,koupena,no,no
,Jak se zije Cechům v soucasne Evrope,"Klimova, Jarmila + Fialova, Michaela",odborna,psychologie,spotreb,Zk15/39,koupena,no,no
,Úvod do kulturni a socialni antropologie,"Kodrlova, Ida",odborna,psychologie,dar,,koupena,no,no
120,Kalanetika,"Gidens, Anthony",odborna,sociologie,inventar,Zk655,koupena,no,no
569,Kdo byl kdo? Nasi olympionici,"Burianek, Jiri",odborna,sociologie,inventar,Zk954,koupena,no,no
1363,Labyrint pohybu,"Horeni, Karina",odborna,sociologie,dar,,koupena,no,no
418,Dejiny umeni 1,"Krulichova, Eva + Pospisilova, Jaroslava",odborna,sociologie,dar,,koupena,no,no
419,Dejiny umeni 2,"Murphy, Robert F.",odborna,sociologie,Asi vyrazene,Zk956,koupena,no,no
423,Dejiny umeni 3,,odborna,sport,inventar,Zk190,koupena,no,no
425,Dejiny umeni 4,,odborna,sport,inventar,Zk709,koupena,no,no
434,Dejiny umeni 5,"Kolar, Pavel + Cervenkova, Renata",odborna,sport,spotreba,Zk18/7,koupena,no,no
252,Dejiny umeni 10,"Pijoan, Jose",odborna,umeni,inventar,Zk548,koupena,no,no
259,Dejiny umeni 7,"Pijoan, Jose",odborna,umeni,inventar,Zk549,koupena,no,no
380,Dejiny umeni 6,"Pijoan, Jose",odborna,umeni,inventar,Zk553,koupena,no,no
381,Dejiny umeni 8,"Pijoan, Jose",odborna,umeni,inventar,Zk555,koupena,no,no
453,Dejiny umeni 9,"Pijoan, Jose",odborna,umeni,inventar,Zk564,koupena,no,no
537,Dejiny umeni 11,"Pijoan, Jose",odborna,umeni,inventar,Zk356,koupena,no,no
591,Dejiny umeni 12,"Pijoan, Jose",odborna,umeni,inventar,Zk366,koupena,no,no
388,Universalni lexikon umeni,"Pijoan, Jose",odborna,umeni,inventar,Zk501,koupena,no,no
595,Umeni na dvore Karla IV.,"Pijoan, Jose",odborna,umeni,inventar,Zk502,koupena,no,no
793,Surrealismus,"Pijoan, Jose",odborna,umeni,inventar,Z584,koupena,no,no
794,Kubismus,"Pijoan, Jose",odborna,umeni,inventar,Zk675,koupena,no,no
832,Jak je pozname? Umeni Egyptanů,"Pijoan, Jose",odborna,umeni,inventar,Zk733,koupena,no,no
833,Jak je pozname? Umeni gotiky,,odborna,umeni,inventar,Zk511,koupena,no,no
834,Jak je pozname? Umeni baroka,,odborna,umeni,inventar,Zk737,koupena,no,no
835,Jak je pozname? Umeni impresionismu,,odborna,umeni,inventar,Zk945,koupena,no,no
872,Jak je pozname? Umeni secese,,odborna,umeni,inventar,Zk946,koupena,no,no
873,Jak je pozname? Umeni romanske,,odborna,umeni,inventar,Zk984,koupena,no,no
247,Veletrzni palac v Praze,,odborna,umeni,inventar,Zk985,koupena,no,no
514,Evropska architektura,,odborna,umeni,inventar,Zk987,koupena,no,no
765,Moderni architektura,,odborna,umeni,inventar,Zk988,koupena,no,no
632,Rozeznele partitury,,odborna,umeni,inventar,Zk1025,koupena,no,no
637,Domaci hudebni lekarnicka,,odborna,umeni,inventar,Zk1026,koupena,no,no
748,50 slavnych oper,,odborna,Umeni - architektura,inventar,Zk350,koupena,no,no
253,Paul Gauguin,,odborna,Umeni - architektura,inventar,Zk650,koupena,no,no
254,Tizian,,odborna,Umeni - architektura,inventar,Zk916,koupena,no,no
255,Pieter Breugel,,odborna,Umeni - hudba,inventar,Zk775,koupena,no,no
256,Jaroslav Cermak,,odborna,Umeni - hudba,inventar,Zk780,koupena,no,no
263,Slovnik nametů a symbolů ve vytvarnem umeni,,odborna,Umeni - hudba,inventar,Zk898,koupena,no,no
795,Picasso,,odborna,Umeni - vytvarne,inventar,Zk357,koupena,no,no
796,Arcimboldo,,odborna,Umeni - vytvarne,inventar,Zk358,koupena,no,no
856,Picasso - zivotopis,,odborna,Umeni - vytvarne,inventar,Zk359,koupena,no,no
857,Paul Gauguin,,odborna,Umeni - vytvarne,inventar,Zk360,koupena,no,no
,,,odborna,Umeni - vytvarne,inventar,Zk373,koupena,no,no
210,Umeni stredoveku,,odborna,Umeni - vytvarne,inventar,Zk947,koupena,no,no
314,Opera – velka encyklopedie,,odborna,Umeni - vytvarne,inventar,Zk948,koupena,no,no
356,Velci skladatele,,odborna,Umeni - vytvarne,inventar,Zk1009,koupena,no,no
622,Jazz,,odborna,Umeni - vytvarne,inventar,Zk1010,koupena,no,no
115,Dejiny ceskeho vytvarneho umeni II/1,,,,,,koupena,no,no
116,Dejiny ceskeho vytvarneho umeni II/2,,odborna,umeni,inventar,Zk307,koupena,no,no
209,Perspektiva,,odborna,Umeni - hudba,inventar,Zk430,koupena,no,no
105,Geograficky mistopisny slovnik sveta,,odborna,Umeni - hudba,inventar,Zk477,koupena,no,no
204,Kapesni atlas sveta,"Fordham, John",odborna,Umeni - hudba,inventar,Zk765,koupena,no,no
417,Skolni atlas sveta,,odborna,Umeni – vytvarne,inventar,Zk185,koupena,no,no
420,Global Change,,odborna,Umeni - vytvarne,inventar,Zk186,koupena,no,no
421,Dnesni svet – skolni atlas,,odborna,Umeni - vytvarne,inventar,Zk306,koupena,no,no
499,S detmi Prahou bez nudy,,odborna,zemepis,inventar,Zk171,koupena,no,no
533,Zeme – ucebnice zemepisu pro SS,,odborna,zemepis,inventar,Zk300,koupena,no,no
535,Skolni atlas dnesniho sveta,,odborna,zemepis,inventar,Zk547,koupena,no,no
547,Lide a Zeme 1/Evropa,,odborna,zemepis,inventar,Zk550,koupena,no,no
548,Lide a Zeme 2/Afrika,,odborna,zemepis,inventar,Zk551,koupena,no,no
549,Lide a Zeme 3/Severni a Jizni Amerika,"Ge, Evzen",odborna,zemepis,inventar,Zk632,koupena,no,no
550,Lide a Zeme 4/Asie,,odborna,zemepis,inventar,Zk671,koupena,no,no
551,Lide a Zeme 5/Australie a tichomorske ostrovy,,odborna,zemepis,inventar,Zk673,koupena,no,no
625,Lexikon zemi 2003,,odborna,zemepis,inventar,Zk686,koupena,no,no
718,Cestou necestou – Vylety pro celou …,,odborna,zemepis,inventar,Zk687,koupena,no,no
909,"Prazsky ulicnik I, A-N",,odborna,zemepis,inventar,Zk688,koupena,no,no
910,"Prazsky ulicnik II, O-Z",,odborna,zemepis,inventar,Zk689,koupena,no,no
920,Chodovska tvrz,,odborna,zemepis,inventar,Zk690,koupena,no,no
958,Lexikon zemi 2000,,odborna,zemepis,inventar,Zk768,koupena,no,no
1254,Zeme versus katastrofy,"Kubesova, Eva",odborna,zemepis,inventar,Zk868,koupena,no,no
1355,Obrazky z Provence,,odborna,zemepis,dar,,koupena,no,no
1356,Obrazky z Provence podruhe,,odborna,zemepis,dar,,koupena,no,no
,,"Barton, Jiri",odborna,zemepis,dar,,koupena,no,no
112,Velky atlas sveta,,odborna,zemepis,KPGO,KP99/41,koupena,no,no
205,Lexikon zemi 1-6,"Zillmer, Hans Joachim",odborna,zemepis,spotreba,Zk14/30,koupena,no,no
221,Anatomie Zeme,"Smid, Jan",odborna,zemepis,spotreba,Zk17/35,koupena,no,no
361,Zemepis sveta,"Smid, Jan",odborna,zemepis,spotreba,Zk17/33,koupena,no,no
366,Narodni parky sveta,,,,,,koupena,no,no
532,100 divů sveta,,odborna,zemepis,inventar,Zk180,koupena,no,no
534,Divy sveta,,odborna,zemepis,inventar,Zk302,koupena,no,no
572,Modra planeta,,odborna,zemepis,inventar,Zk321,koupena,no,no
,,,odborna,zemepis,inventar,Zk482,koupena,no,no
,ZE SBIRKY DEJEPISU,,odborna,zemepis,inventar,Zk487,koupena,no,no
,Zivot starych Egyptanů,,odborna,zemepis,inventar,Zk670,koupena,no,no
,Odsun Nemců z Ceskoslovenska,,odborna,zemepis,inventar,Zk672,koupena,no,no
,Vzestup a pad rodu Windsorů,,odborna,zemepis,inventar,Zk713,koupena,no,no
,Krizovatky 20. stoleti,,,,,,koupena,no,no
,Simon Wiesenthal a jeh pripady,,,,,,koupena,no,no
,Pribeh johanitskeho komtura receneho Dalimil,"Strouhal, Evzen",,,,D94/284,koupena,no,no
,Sigmund Freud – tragedie nepochopeni,"Benes, Edvard",,,,D96/547,koupena,no,no
,Prvni svetova valka a ceska otazka,"Wilson, A. N.",,,,D94/358,koupena,no,no
,Inkove narod Slunce,"Mencl, Vojtech a kol.",,,,D96/551,koupena,no,no
,Gandhi sila pravdy,"Levy, Alan",,,,D96/562,koupena,no,no
,Jezis necekany Bůh,"Edel, Tomas",,,,D2002/ 768,koupena,no,no
,Muhammad slovo Allahovo,"Babin, Pierre",,,,D94/304,koupena,no,no
,Einstein radost z mysleni,"Kvacek, Robert",,,,D2004/,koupena,no,no
,Pismo pamet lidstva,,,,,911,koupena,no,no
,Paul Gauguin,"Bernandova, Carmen",,,,D94/303,koupena,no,no
,Camille Corot,"Clementova, Catherine",,,,D94/305,koupena,no,no
,August Renoir,"Bessiere, Gerard",,,,D96/530,koupena,no,no
,Stredoveky hrad ze 14. stoleti,"Delcambrova, Anne Marie",,,,D96/568,koupena,no,no
,Stavby – obrazovy slovnik,"Balibarova, Francoise",,,,D96/567,koupena,no,no
,Romanske umeni v Cechach a na Morave,"Jean, Georges",,,,D94/306,koupena,no,no
,Cirkevni rok a lidove obyceje,"Sedlak, Jan",,,,D93/50,koupena,no,no
,20. stoleti den po dni,"Mackova, Olga",,,,D93/49,koupena,no,no
,Sport a hry ve starovekem svete,"Neumann, Jaromir",,,,D93/51,koupena,no,no
,Lide praveku,,,,,D96/618,koupena,no,no
,Mumie,,,,,D94/349,koupena,no,no
,Jak se zilo ve staroveku,"Merhautova, Anezka",,,,D94/328,koupena,no,no
,Udalosti 20. stoleti,"Trestik, Dusan",,,,,koupena,no,no
,,"Vondruska, Vlastimil",,,,D93/161,koupena,no,no
,,"Cottrell, Philip L.",,,,D96/546,koupena,no,no
,,"Olivova, Vera",,,,D94/343,koupena,no,no
,,,,,,D94/369,koupena,no,no
,,"Putnam, James",,,,D96/565,koupena,no,no
,,"Augusta, Pavel",,,,D93/182,koupena,no,no
,,"Honzak, Frantisek",,,,,koupena,no,no
,,Hopkinsonova Christina,,,,D97/621,koupena,no,no
,,,,,,,koupena,no,no
,,,,,,,koupena,no,no
,Tri jablka spadla z nebe,"Abgarjanova, Narine",próza,,spotreba,Zk20/36,koupena,no,no
,Stoparův průvodce galaxii,"Adams, Douglas",próza,,spotreba,Zk19/39,koupena,no,no
1341,Amerikana,"Adichieova, Chimamanda Ngozi",próza,,spotreba,Zk17/21,koupena,no,no
1118,Stalo se v ZOO a dalsi dramata,"Albee, Edward",drama,,spotreba,Zk11/16,koupena,no,no
,Male zeny,"Alcottova, Louisa May",próza,,spotreba,Zk22/71,koupena,no,no
,Ochutnavacka,"Alexander, V. S.",próza,,spotreba,Zk18/63,koupena,no,no
1307,Doba z druhe ruky,"Alexijevicova, Svetlana",próza,,spotreba,Zk16/10,koupena,no,no
700,Vedlejsi úcinky,"Allen, Woody",próza,,inventar,Zk849,koupena,no,no
1041,Bez peri,"Allen, Woody",próza,,spotreba,Zk10/25,koupena,no,no
879,Stastny Jim,"Amis, Kingsley",próza,,inventar,Zk1032,koupena,no,no
847,Londynska pole,"Amis, Martin",próza,,inventar,Zk1000,koupena,no,no
647,Pohadky a povidky,"Andersen, Hans Christian",próza,,inventar,Zk790,koupena,no,no
1310,Nebe nema dno,"Andronikova, Hana",próza,,spotreba,Zk16/13,koupena,no,no
1317,Zvuk slunecnich hodin,"Andronikova, Hana",próza,,spotreba,Zk16/20,koupena,no,no
143,Tórana,"Antosova, Svatava",poezie,,inventar,Zk222,koupena,no,no
35,Apollinaire znamy neznamy,"Apollinaire, Guillaume",poezie,,inventar,Zk78,koupena,no,no
307,Alkoholy,"Apollinaire, Guillaume",poezie,,inventar,Zk423,koupena,no,no
351,Alkoholy,"Apollinaire, Guillaume",poezie,,inventar,Zk471,koupena,no,no
1114,Alkoholy zivota,"Apollinaire, Guillaume",poezie,,spotreba,Zk11/12,koupena,no,no
172,Zavrazdeny basnik,"Apollinaire, Guillaume",próza,,inventar,Zk260,koupena,no,no
475,Jedenact tisic prutů,"Apollinaire, Guillaume",próza,,inventar,Zk608,koupena,no,no
1241,"Svaty Xaverius, Newtonův mozek","Arbes, Jakub",próza,,spotreba,Zk14/17,koupena,no,no
305,"Ja, Isaac Asimov","Asimov, Isaac",próza,,inventar,Zk421,koupena,no,no
,Pribeh sluzebnice,"Atwoodova, Margaret",próza,,spotreba,Zk18/86,koupena,no,no
,Svedectvi,"Atwoodova, Margaret",próza,,spotreba,Zk20/1,koupena,no,no
246,Rozum a cit,"Austenova, Jane",próza,,inventar,Zk349,koupena,no,no
813,Pycha a predsudek,"Austenova, Jane",próza,,inventar,Zk965,koupena,no,no
,Muz jmenem Ove,"Backman, Fredrik",próza,,spotreba,Zk22/40,koupena,no,no
302,Iluze,"Bach, Richard",próza,,inventar,Zk418,koupena,no,no
1319,Zvlceni,"Bajaja, Antonin",próza,,spotreba,Zk16/22,koupena,no,no
739,Kudy sel andel,"Balaban, Jan",próza,,inventar,Zk889,koupena,no,no
806,Mozna ze odchazime,"Balaban, Jan",próza,,inventar,Zk958,koupena,no,no
1098,Povidky,"Balaban, Jan",próza,,spotreba,Zk10/81,koupena,no,no
,Ottla,"Balajka, Petr",próza,,spotreba,Zk18/56,koupena,no,no
788,Evzenie Grandetova,"Balzac, Honore de",próza,,inventar,Zk940,koupena,no,no
789,Otec Goriot,"Balzac, Honore de",próza,,inventar,Zk941,koupena,no,no
1095,Straka v risi entropie,"Bankova, Marketa",próza,,spotreba,Zk10/78,koupena,no,no
1046,S eleganci jezka,"Barberyova, Muriel",próza,,spotreba,Zk10/30,koupena,no,no
1050,Pochoutka,"Barberyova, Muriel",próza,,spotreba,Zk10/35,koupena,no,no
,Zjizveny kral,"Bardugo, Leigh",próza,,spotreba,Zk22/35,koupena,no,no
,Vlada vlků,"Bardugo, Leigh",próza,,spotreba,Zk22/36,koupena,no,no
,Sest vran,"Bardugo, Leigh",próza,,spotreba,Zk23/5,koupena,no,no
,Prohnile mesto,"Bardugo, Leigh",próza,,spotreba,Zk23/6,koupena,no,no
,"Grisa 1, Svetlo a stiny","Bardugo, Leigh",próza,,spotreba,Zk23/7,koupena,no,no
,"Grisa 2, Boure a vzdor","Bardugo, Leigh",próza,,spotreba,Zk23/8,koupena,no,no
,"Grisa 3, Zkaza a nadeje","Bardugo, Leigh",próza,,spotreba,Zk23/9,koupena,no,no
,Muz v cervenem kabate,"Barnes, Julian",próza,,spotreba,Zk21/13,koupena,no,no
